heure,timestamp,lat,lon,alt_m,quality,nb_sats,hdop,speed_kmh,heading_deg
14:19:16.209,22.579671,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.308,22.67893,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.408,22.778795,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.509,22.880407,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.609,22.97971,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.708,23.078669,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.808,23.178672,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:16.909,23.279703,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:17.008,23.378823,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:17.107,23.477758,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:19:17.216,23.586673,43.4044058,6.0131047,192.0,1,0,,26.748,271.8
14:21:15.407,141.777767,43.404335,6.0106208,235.7,1,0,,34.453,125.3
14:21:15.508,141.879594,43.404335,6.0106208,235.7,1,0,,34.453,125.3
14:21:15.609,141.979964,43.4043267,6.010642,235.7,1,0,,35.46,116.0
14:21:15.708,142.078803,43.4043267,6.010642,235.7,1,0,,35.46,116.0
14:21:15.807,142.177782,43.4043197,6.0106645,235.7,1,0,,36.144,111.4
14:21:15.908,142.278913,43.4043197,6.0106645,235.7,1,0,,36.144,111.4
14:21:16.009,142.379737,43.4043136,6.010687,235.7,1,0,,36.036,108.3
14:21:16.108,142.478704,43.4043136,6.010687,235.7,1,0,,36.036,108.3
14:21:16.207,142.577772,43.4043094,6.0107108,235.7,1,0,,35.857,101.0
14:21:16.566,142.937015,43.404308,6.0107353,235.7,1,22,1.72,36.253,91.2
14:21:16.636,143.006757,43.4043089,6.0107611,235.7,1,21,1.72,38.196,86.0
14:21:16.732,143.102792,43.4043089,6.0107611,235.7,1,20,2.28,38.196,86.0
14:21:16.832,143.202719,43.4043103,6.0107875,235.7,1,20,2.28,38.34,85.9
14:21:16.940,143.310699,43.4043103,6.0107875,235.7,1,21,,38.34,85.9
14:21:17.033,143.40373,43.404312,6.0108133,235.7,1,21,,38.916,84.8
14:21:17.143,143.513797,43.404312,6.0108133,235.7,1,21,,38.916,84.8
14:21:17.233,143.603768,43.4043142,6.0108403,235.6,1,20,,40.103,82.6
14:21:17.341,143.711771,43.4043142,6.0108403,235.6,1,19,,40.103,82.6
14:21:17.434,143.804698,43.404317,6.0108681,235.6,1,20,,40.861,82.2
14:21:17.532,143.903067,43.404317,6.0108681,235.6,1,20,,40.861,82.2
14:21:17.632,144.002915,43.4043197,6.0108961,235.6,1,20,,41.579,81.5
14:21:17.742,144.112787,43.4043197,6.0108961,235.6,1,20,2.28,41.579,81.5
14:21:17.835,144.20578,43.4043228,6.0109247,235.6,1,21,2.28,42.227,82.2
14:21:17.932,144.302919,43.4043228,6.0109247,235.6,1,21,,42.227,82.2
14:21:18.033,144.404412,43.4043258,6.0109533,235.6,1,21,,42.227,83.3
14:21:18.132,144.503136,43.4043258,6.0109533,235.6,1,21,,42.227,83.3
14:21:18.242,144.61259,43.4043286,6.0109828,235.6,1,21,,43.307,83.2
14:21:18.333,144.704055,43.4043286,6.0109828,235.6,1,23,,43.307,83.2
14:21:18.432,144.802853,43.4043314,6.0110122,235.6,1,23,,43.883,81.5
14:21:18.541,144.911958,43.4043314,6.0110122,235.6,1,22,,43.883,81.5
14:21:18.634,145.004921,43.404335,6.0110425,235.5,1,23,,44.748,80.5
14:21:18.742,145.112887,43.404335,6.0110425,235.5,1,23,,44.748,80.5
14:21:18.831,145.201864,43.4043386,6.0110728,235.5,1,21,,44.748,80.6
14:21:18.941,145.311941,43.4043386,6.0110728,235.5,1,21,,44.748,80.6
14:21:19.034,145.40481,43.4043425,6.0111031,235.6,1,21,,45.793,80.5
14:21:19.143,145.513899,43.4043425,6.0111031,235.6,1,20,,45.793,80.5
14:21:19.230,145.600887,43.4043464,6.0111342,235.5,1,20,,46.476,80.2
14:21:19.340,145.711104,43.4043464,6.0111342,235.5,1,20,,46.476,80.2
14:21:19.432,145.802853,43.4043508,6.0111658,235.5,1,20,,47.232,78.9
14:21:19.532,145.902818,43.4043508,6.0111658,235.5,1,20,,47.232,78.9
14:21:19.630,146.000708,43.4043555,6.0111978,235.5,1,20,,47.232,78.2
14:21:19.741,146.111648,43.4043555,6.0111978,235.5,1,20,,47.232,78.2
14:21:19.833,146.203575,43.4043605,6.0112297,235.5,1,20,,48.132,77.6
14:21:19.932,146.302555,43.4043605,6.0112297,235.5,1,20,,48.132,77.6
14:21:20.031,146.401548,43.4043661,6.0112617,235.5,1,20,,49.5,76.7
14:21:20.140,146.51055,43.4043661,6.0112617,235.5,1,20,,49.5,76.7
14:21:20.233,146.603536,43.4043722,6.0112942,235.5,1,20,,48.745,74.9
14:21:20.332,146.702548,43.4043722,6.0112942,235.5,1,20,,48.745,74.9
14:21:20.430,146.800854,43.4043789,6.0113269,235.4,1,20,,50.004,73.2
14:21:20.539,146.909831,43.4043789,6.0113269,235.4,1,21,,50.004,73.2
14:21:20.633,147.003656,43.404387,6.0113592,235.4,1,21,,49.535,70.8
14:21:20.732,147.102632,43.404387,6.0113592,235.4,1,20,,49.535,70.8
14:21:20.830,147.200724,43.4043958,6.0113911,235.4,1,20,,50.184,67.6
14:21:20.940,147.310582,43.4043958,6.0113911,235.4,1,20,,50.184,67.6
14:21:21.035,147.405554,43.4044058,6.0114231,235.4,1,20,,51.373,66.2
14:21:21.143,147.513537,43.4044058,6.0114231,235.4,1,20,,51.373,66.2
14:21:21.231,147.601594,43.4044164,6.011455,235.4,1,20,,51.336,65.4
14:21:21.340,147.710569,43.4044164,6.011455,235.4,1,20,,51.336,65.4
14:21:21.432,147.802808,43.4044278,6.0114867,235.4,1,20,,51.373,63.1
14:21:21.532,147.902836,43.4044278,6.0114867,235.4,1,21,,51.373,63.1
14:21:21.631,148.001661,43.4044405,6.0115178,235.4,1,21,,52.236,59.2
14:21:21.728,148.09875,43.4044405,6.0115178,235.4,1,21,,52.236,59.2
14:21:21.833,148.203733,43.4044545,6.0115478,235.4,1,21,,51.984,56.6
14:21:21.932,148.302581,43.4044545,6.0115478,235.4,1,21,,51.984,56.6
14:21:22.031,148.40157,43.4044695,6.0115761,235.4,1,21,,52.38,52.2
14:21:22.140,148.510621,43.4044695,6.0115761,235.4,1,21,,52.38,52.2
14:21:22.233,148.603572,43.4044867,6.0116033,235.5,1,21,,52.667,47.7
14:21:22.332,148.702554,43.4044867,6.0116033,235.5,1,21,,52.667,47.7
14:21:22.431,148.801603,43.404505,6.0116292,235.5,1,21,,52.632,44.2
14:21:22.540,148.910832,43.404505,6.0116292,235.5,1,21,,52.632,44.2
14:21:22.633,149.003651,43.4045247,6.011653,235.5,1,21,,52.704,40.3
14:21:22.732,149.102658,43.4045247,6.011653,235.5,1,21,,52.704,40.3
14:21:22.831,149.201626,43.4045456,6.011675,235.6,1,20,,52.849,36.2
14:21:22.928,149.298638,43.4045456,6.011675,235.6,1,20,,52.849,36.2
14:21:23.033,149.40356,43.4045681,6.0116936,235.7,1,20,,53.352,32.0
14:21:23.142,149.512694,43.4045681,6.0116936,235.7,1,20,,53.352,32.0
14:21:23.231,149.601953,43.4045914,6.0117117,235.8,1,20,,53.928,28.2
14:21:23.347,149.717689,43.4045914,6.0117117,235.8,1,20,1.44,53.928,28.2
14:21:23.440,149.81075,43.4046153,6.0117286,235.8,1,20,1.41,54.252,26.4
14:21:23.543,149.913719,43.4046153,6.0117286,235.8,1,21,1.0,54.252,26.4
14:21:23.639,150.009717,43.40464,6.0117453,235.8,1,21,1.0,55.367,25.7
14:21:23.747,150.118082,43.40464,6.0117453,235.8,1,21,1.35,55.367,25.7
14:21:23.842,150.212845,43.404665,6.0117614,235.7,1,21,1.18,55.188,25.3
14:21:23.940,150.310749,43.404665,6.0117614,235.7,1,21,1.18,55.188,25.3
14:21:24.038,150.408773,43.4046903,6.0117772,235.7,1,22,1.34,56.232,24.8
14:21:24.138,150.50869,43.4046903,6.0117772,235.7,1,22,1.34,56.232,24.8
14:21:24.233,150.603675,43.4047155,6.0117945,235.7,1,22,,56.377,26.9
14:21:24.342,150.712675,43.4047155,6.0117945,235.7,1,22,,56.377,26.9
14:21:24.431,150.801676,43.4047408,6.011812,235.7,1,23,,57.277,26.7
14:21:24.540,150.910967,43.4047408,6.011812,235.7,1,23,,57.277,26.7
14:21:24.634,151.004865,43.4047667,6.0118303,235.7,1,20,,58.212,27.4
14:21:24.730,151.100967,43.4047667,6.0118303,235.7,1,19,,58.212,27.4
14:21:24.829,151.199758,43.4047925,6.0118492,235.7,1,19,,58.536,28.4
14:21:24.929,151.299719,43.4047925,6.0118492,235.7,1,17,,58.536,28.4
14:21:25.031,151.401694,43.4048181,6.0118689,235.7,1,16,,59.833,29.2
14:21:25.146,151.516675,43.4048181,6.0118689,235.7,1,16,,59.833,29.2
14:21:25.229,151.599711,43.4048439,6.0118897,235.8,1,16,,60.481,30.8
14:21:25.329,151.699692,43.4048439,6.0118897,235.8,1,16,,60.481,30.8
14:21:25.454,151.824793,43.4048703,6.0119114,235.8,1,18,4.94,61.668,31.4
14:21:25.537,151.908087,43.4048703,6.0119114,235.8,1,19,2.34,61.668,31.4
14:21:25.631,152.001777,43.4048967,6.0119339,235.8,1,19,,62.496,32.1
14:21:25.732,152.102821,43.4048967,6.0119339,235.8,1,20,,62.496,32.1
14:21:25.832,152.202765,43.4049228,6.0119572,235.8,1,19,,62.209,33.1
14:21:25.932,152.302707,43.4049228,6.0119572,235.8,1,19,,62.209,33.1
14:21:26.038,152.408773,43.4049481,6.0119811,235.8,1,20,2.38,62.172,34.4
14:21:26.140,152.510831,43.4049481,6.0119811,235.8,1,18,,62.172,34.4
14:21:26.234,152.60465,43.4049736,6.0120058,235.9,1,18,,62.172,36.0
14:21:26.331,152.701674,43.4049736,6.0120058,235.9,1,17,,62.172,36.0
14:21:26.430,152.800916,43.4049981,6.0120314,235.9,1,17,,61.957,37.4
14:21:26.530,152.900967,43.4049981,6.0120314,235.9,1,17,,61.957,37.4
14:21:26.634,153.004696,43.4050222,6.0120572,235.9,1,17,,60.551,38.3
14:21:26.731,153.102009,43.4050222,6.0120572,235.9,1,17,,60.551,38.3
14:21:26.830,153.200923,43.4050455,6.0120833,235.9,1,15,,60.264,39.1
14:21:26.929,153.299983,43.4050455,6.0120833,235.9,1,13,,60.264,39.1
14:21:27.034,153.404644,43.4050683,6.0121089,235.9,1,15,,59.471,39.9
14:21:27.130,153.500767,43.4050683,6.0121089,235.9,1,16,,59.471,39.9
14:21:27.229,153.599749,43.4050908,6.0121353,236.0,1,16,,58.968,40.9
14:21:27.329,153.699966,43.4050908,6.0121353,236.0,1,16,,58.968,40.9
14:21:27.427,153.798151,43.4051128,6.0121617,236.0,1,13,,58.177,41.0
14:21:27.528,153.899068,43.4051128,6.0121617,236.0,1,13,,58.177,41.0
14:21:27.629,154.000075,43.4051344,6.0121878,236.0,1,15,,57.671,41.4
14:21:27.727,154.097753,43.4051344,6.0121878,236.0,1,14,,57.671,41.4
14:21:27.819,154.189856,43.4051561,6.0122139,236.0,1,13,,57.205,41.6
14:21:27.928,154.298862,43.4051561,6.0122139,236.0,1,13,,57.205,41.6
14:21:28.028,154.398693,43.4051764,6.0122389,236.1,1,13,,53.712,41.5
14:21:28.127,154.497765,43.4051764,6.0122389,236.1,1,13,,53.712,41.5
14:21:28.219,154.58997,43.4051967,6.0122636,236.1,1,13,,54.215,41.5
14:21:28.328,154.698794,43.4051967,6.0122636,236.1,1,12,,54.215,41.5
14:21:28.427,154.797776,43.405217,6.0122886,236.2,1,12,,54.756,41.7
14:21:28.528,154.899026,43.405217,6.0122886,236.2,1,13,,54.756,41.7
14:21:28.620,154.990737,43.4052375,6.0123139,236.2,1,13,,55.367,42.0
14:21:28.729,155.099751,43.4052375,6.0123139,236.2,1,14,,55.367,42.0
14:21:28.828,155.198903,43.4052553,6.0123264,236.3,1,14,,33.912,16.2
14:21:28.928,155.298757,43.4052553,6.0123264,236.3,1,14,,33.912,16.2
14:21:29.020,155.39072,43.4052703,6.012328,236.5,1,14,,32.58,5.4
14:21:29.129,155.499687,43.4052703,6.012328,236.5,1,13,,32.58,5.4
14:21:29.227,155.59778,43.4052861,6.0123292,236.6,1,13,,31.428,1.3
14:21:29.318,155.688764,43.4052861,6.0123292,236.6,1,13,,31.428,1.3
14:21:29.420,155.790664,43.405302,6.0123295,236.6,1,13,,31.68,1.2
14:21:29.530,155.901003,43.405302,6.0123295,236.6,1,12,,31.68,1.2
14:21:29.627,155.997815,43.4053155,6.0123297,236.7,1,12,,25.848,0.2
14:21:29.721,156.091659,43.4053155,6.0123297,236.7,1,12,,25.848,0.2
14:21:29.819,156.189878,43.4053278,6.0123295,236.7,1,11,,23.076,357.4
14:21:29.928,156.298764,43.4053278,6.0123295,236.7,1,11,,23.076,357.4
14:21:30.028,156.398753,43.4053389,6.0123261,237.0,1,11,,25.596,355.0
14:21:30.118,156.489401,43.4053389,6.0123261,237.0,1,12,,25.596,355.0
14:21:30.220,156.590692,43.4053528,6.0123242,237.0,1,12,,29.16,354.0
14:21:30.329,156.699686,43.4053528,6.0123242,237.0,1,11,,29.16,354.0
14:21:30.427,156.79779,43.405367,6.0123233,237.1,1,11,,28.26,359.2
14:21:30.528,156.898941,43.405367,6.0123233,237.1,1,12,,28.26,359.2
14:21:30.620,156.9908,43.4053805,6.0123242,237.1,1,12,,27.073,4.4
14:21:30.729,157.099719,43.4053805,6.0123242,237.1,1,12,,27.073,4.4
14:21:30.819,157.189907,43.4053936,6.0123267,237.2,1,11,,25.811,9.7
14:21:30.918,157.289088,43.4053936,6.0123267,237.2,1,10,,25.811,9.7
14:21:31.020,157.390709,43.405405,6.012327,237.4,1,11,,25.993,9.7
14:21:31.129,157.499729,43.405405,6.012327,237.4,1,12,,25.993,9.7
14:21:31.228,157.598927,43.4054167,6.012332,237.4,1,12,,24.408,19.6
14:21:31.318,157.689016,43.4054167,6.012332,237.4,1,11,,24.408,19.6
14:21:31.421,157.791709,43.4054278,6.0123394,237.4,1,11,,24.876,30.7
14:21:31.528,157.899081,43.4054278,6.0123394,237.4,1,11,,24.876,30.7
14:21:31.628,157.998767,43.4054372,6.0123497,237.4,1,11,,23.759,41.0
14:21:31.720,158.090769,43.4054372,6.0123497,237.4,1,10,,23.759,41.0
14:21:31.819,158.18976,43.4054453,6.0123619,237.4,1,10,,23.976,51.6
14:21:31.929,158.299867,43.4054453,6.0123619,237.4,1,11,,23.976,51.6
14:21:32.028,158.398749,43.4054522,6.0123745,237.5,1,11,,25.345,51.3
14:21:32.118,158.488997,43.4054522,6.0123745,237.5,1,12,,25.345,51.3
14:21:32.219,158.589747,43.4054617,6.0123897,237.5,1,12,,30.852,48.9
14:21:32.328,158.698748,43.4054617,6.0123897,237.5,1,11,,30.852,48.9
14:21:32.427,158.797927,43.4054728,6.012405,237.5,1,11,,31.895,42.9
14:21:32.520,158.891082,43.4054728,6.012405,237.5,1,11,,31.895,42.9
14:21:38.030,164.400854,43.4049747,6.0126036,214.1,1,15,,46.907,21.5
14:21:38.129,164.499882,43.4049747,6.0126036,214.1,1,15,,46.907,21.5
14:21:38.221,164.59195,43.4050467,6.0126105,210.7,1,13,,46.944,22.5
14:21:38.330,164.700687,43.4050467,6.0126105,210.7,1,13,,46.944,22.5
14:21:38.428,164.799017,43.4050689,6.0126233,210.7,1,13,,48.959,22.4
14:21:38.530,164.901005,43.4050689,6.0126233,210.7,1,13,3.43,48.959,22.4
14:21:38.627,164.997687,43.4050922,6.0126372,210.7,1,15,2.97,52.091,23.5
14:21:38.731,165.101722,43.4050922,6.0126372,210.7,1,16,,52.091,23.5
14:21:38.830,165.20068,43.4051153,6.0126533,210.7,1,16,,51.263,28.9
14:21:38.936,165.307073,43.4051153,6.0126533,210.7,1,16,2.46,51.263,28.9
14:21:39.035,165.405658,43.4051344,6.0126731,210.7,1,15,,46.98,40.9
14:21:39.131,165.501709,43.4051344,6.0126731,210.7,1,15,,46.98,40.9
14:21:39.230,165.600673,43.4051236,6.012683,213.3,1,15,,47.628,45.0
14:21:39.329,165.69966,43.4051236,6.012683,213.3,1,15,,47.628,45.0
14:21:39.434,165.80468,43.40514,6.0127078,213.4,1,15,,49.428,49.2
14:21:39.531,165.901991,43.40514,6.0127078,213.4,1,15,,49.428,49.2
14:21:39.630,166.000683,43.4051556,6.0127353,213.4,1,16,,51.191,53.4
14:21:39.725,166.095692,43.4051556,6.0127353,213.4,1,16,,51.191,53.4
14:21:39.834,166.204684,43.4051697,6.012765,213.5,1,16,,52.452,58.3
14:21:39.932,166.302659,43.4051697,6.012765,213.5,1,15,,52.452,58.3
14:21:40.037,166.407884,43.4051822,6.012797,213.5,1,16,1.41,53.208,62.9
14:21:40.138,166.508745,43.4051822,6.012797,213.5,1,17,1.44,53.208,62.9
14:21:40.240,166.610681,43.4051658,6.012825,218.0,1,17,1.77,52.2,69.6
14:21:40.338,166.708745,43.4051658,6.012825,218.0,1,17,1.68,52.2,69.6
14:21:40.438,166.809021,43.4051731,6.0128592,218.0,1,18,1.78,52.236,75.2
14:21:40.538,166.909082,43.4051731,6.0128592,218.0,1,18,1.78,52.236,75.2
14:21:40.640,167.010834,43.4051786,6.0128947,218.0,1,18,1.78,52.956,79.3
14:21:40.739,167.109687,43.4051786,6.0128947,218.0,1,18,1.78,52.956,79.3
14:21:40.837,167.207753,43.4051814,6.0129311,218.0,1,18,1.85,53.639,86.1
14:21:40.933,167.303671,43.405087,6.0129914,234.743,1,9,1.36,53.075,100.41
14:21:41.041,167.412232,43.4050851,6.0130089,234.79,1,11,1.16,52.326,100.58
14:21:41.137,167.507527,43.4050832,6.0130263,234.871,1,11,1.16,51.267,100.08
14:21:41.238,167.608732,43.4050808,6.0130434,234.99,1,11,1.16,50.391,100.22
14:21:41.337,167.707751,43.4050772,6.0130605,235.076,1,12,1.06,49.184,100.41
14:21:41.440,167.810748,43.4050737,6.0130776,235.191,1,12,1.07,48.098,100.71
14:21:41.537,167.908011,43.4050679,6.0130956,234.986,1,13,0.98,48.067,100.95
14:21:41.637,168.007831,43.4050618,6.0131128,234.81,1,12,1.06,47.406,101.17
14:21:41.737,168.107704,43.4050568,6.013129,234.692,1,11,1.12,46.832,101.22
14:21:41.840,168.21075,43.4050516,6.0131448,234.615,1,11,1.12,46.444,101.29
14:21:41.938,168.308687,43.4050464,6.0131606,234.559,1,11,1.12,47.52,101.42
14:21:42.036,168.406918,43.4050408,6.0131764,234.501,1,11,1.13,46.956,101.51
14:21:42.137,168.507734,43.4050348,6.0131906,234.533,1,11,1.1,46.398,101.55
14:21:42.240,168.610684,43.4050276,6.0132031,234.502,1,11,1.07,45.272,101.61
14:21:42.338,168.708749,43.4050202,6.0132125,234.358,1,12,0.97,44.792,101.65
14:21:42.439,168.809788,43.405012,6.0132222,234.227,1,13,0.81,43.211,101.69
14:21:42.538,168.90897,43.405006,6.0132315,233.983,1,13,0.87,42.255,101.71
14:21:42.641,169.011702,43.4050002,6.0132403,233.747,1,11,0.96,41.077,101.72
14:21:42.737,169.108049,43.4049931,6.0132476,233.838,1,13,0.93,39.649,101.76
14:21:42.839,169.209694,43.4049878,6.0132549,233.748,1,13,0.93,38.37,101.78
14:21:42.940,169.31067,43.4049824,6.013262,233.672,1,13,0.93,36.831,101.82
14:21:43.043,169.413781,43.4049751,6.0132677,233.795,1,12,0.88,35.855,101.88
14:21:43.137,169.507886,43.4049696,6.0132746,233.688,1,12,0.93,36.41,101.95
14:21:43.237,169.607949,43.4049639,6.0132821,233.57,1,12,0.93,37.118,102.04
14:21:43.338,169.708703,43.4049559,6.0132889,233.674,1,13,0.88,38.327,102.21
14:21:43.441,169.811734,43.4049478,6.013296,233.768,1,13,0.88,38.798,102.36
14:21:43.537,169.908212,43.4049396,6.0133036,233.853,1,13,0.83,41.824,102.6
14:21:43.638,170.008702,43.4049313,6.0133124,234.016,1,13,0.85,43.187,102.85
14:21:43.738,170.108684,43.4049232,6.0133208,234.162,1,13,0.89,43.974,103.07
14:21:43.840,170.210733,43.404915,6.0133299,234.311,1,13,0.89,44.665,103.3
14:21:43.939,170.309663,43.4049067,6.0133395,234.469,1,13,0.89,45.224,103.55
14:21:44.038,170.408866,43.4048984,6.013349,234.613,1,13,0.89,45.326,103.81
14:21:44.131,170.501786,43.40489,6.0133583,234.746,1,13,0.89,45.385,104.09
14:21:44.240,170.610818,43.4048813,6.0133685,234.882,1,13,0.89,45.433,104.42
14:21:44.337,170.707592,43.4048711,6.0133808,234.717,1,13,0.88,46.324,104.77
14:21:44.438,170.809046,43.404861,6.013393,234.577,1,13,0.88,46.185,105.12
14:21:44.539,170.910115,43.4048511,6.0134045,234.446,1,13,0.88,46.193,105.49
14:21:44.642,171.012723,43.4048411,6.0134159,234.342,1,13,0.88,45.409,105.9
14:21:44.737,171.107759,43.4048312,6.0134266,234.236,1,13,0.88,44.85,106.35
14:21:44.839,171.209679,43.4048211,6.0134371,234.153,1,13,0.88,43.765,106.84
14:21:44.939,171.309753,43.4048097,6.01345,233.991,1,13,0.88,45.198,107.73
14:21:45.042,171.412776,43.4047977,6.01346,233.755,1,13,0.88,45.663,109.01
14:21:45.141,171.511715,43.4047874,6.0134662,233.858,1,13,0.85,43.678,109.82
14:21:45.239,171.609856,43.4047771,6.0134714,233.932,1,13,0.85,41.822,110.66
14:21:45.339,171.709762,43.4047667,6.0134754,233.988,1,13,0.85,39.727,111.57
14:21:45.457,171.827723,43.4047564,6.0134784,234.035,1,13,0.85,37.646,112.49
14:21:45.537,171.908158,43.4047462,6.0134804,234.071,1,13,0.85,35.47,113.44
14:21:45.641,172.011776,43.4047344,6.0134795,233.603,1,14,0.81,32.892,114.58
14:21:45.740,172.110701,43.4047235,6.0134811,233.04,1,14,0.82,32.14,115.67
14:21:45.840,172.210697,43.4047144,6.013483,232.837,1,13,0.89,30.699,118.9
14:21:45.938,172.308746,43.4047058,6.0134827,232.671,1,13,0.89,28.497,117.32
14:21:46.038,172.409004,43.4046978,6.0134818,232.502,1,13,0.89,26.132,114.37
14:21:46.138,172.508737,43.4046903,6.0134804,232.336,1,13,0.89,24.024,111.59
14:21:46.240,172.610784,43.4046862,6.0134799,231.916,1,13,0.89,21.905,109.48
14:21:46.339,172.709779,43.4046829,6.0134816,231.454,1,13,0.91,20.137,108.02
14:21:46.438,172.808731,43.4046796,6.0134817,230.972,1,13,0.91,17.261,107.57
14:21:46.538,172.909047,43.4046758,6.0134785,230.508,1,13,0.89,13.677,109.11
14:21:46.642,173.012715,43.4046711,6.0134715,230.097,1,13,0.89,9.569,113.04
14:21:46.737,173.108119,43.4046668,6.0134643,230.086,1,12,0.93,5.725,117.76
14:21:46.839,173.209696,43.4046628,6.0134563,230.053,1,12,0.93,2.061,121.32
14:21:46.940,173.310681,43.4046595,6.0134478,230.053,1,12,0.93,0.826,125.3
14:21:47.041,173.41174,43.4046563,6.0134379,229.517,1,13,0.87,3.998,130.13
14:21:47.137,173.507776,43.4046546,6.013435,228.904,1,13,0.87,6.41,312.48
14:21:47.238,173.608789,43.4046542,6.0134304,228.33,1,13,0.94,9.029,317.95
14:21:47.343,173.71366,43.4046547,6.0134249,227.774,1,13,0.97,10.801,321.68
14:21:47.441,173.811699,43.4046551,6.0134182,227.205,1,13,0.95,13.186,324.7
14:21:47.539,173.909979,43.404656,6.0134098,226.322,1,14,0.92,13.703,321.7
14:21:47.642,174.012723,43.4046546,6.0133982,225.152,1,16,0.74,14.627,317.81
14:21:47.751,174.121717,43.4046516,6.0133846,224.063,1,16,0.74,14.762,295.85
14:21:47.844,174.214663,43.4046487,6.0133703,223.081,1,15,0.81,16.874,283.12
14:21:47.942,174.312679,43.4046467,6.0133579,222.212,1,15,0.81,16.868,293.61
14:21:48.041,174.411671,43.4046478,6.0133454,221.694,1,14,0.79,18.063,303.96
14:21:48.149,174.520033,43.4046499,6.0133335,221.223,1,14,0.81,19.494,313.35
