heure,timestamp,ax(g),ay(g),az(g),gx(deg/s),gy(deg/s),gz(deg/s),roll(deg),pitch(deg),yaw(deg)
14:21:41.426,535.050821,0.3120,-0.9966,1.3423,13.3667,-21.7896,-62.8052,-9.7009,-13.6230,-87.0996
14:21:41.526,535.150862,0.1499,-0.8887,1.1714,12.1460,19.8364,-41.7480,-10.1733,-14.9414,-91.5326
14:21:41.626,535.250748,-0.1313,-0.9746,1.1333,2.5635,-8.9111,-52.4902,-9.1791,-16.1719,-96.1084
14:21:41.726,535.350715,0.1182,-0.7622,0.9980,7.9956,-11.1694,-45.2881,-8.9539,-15.7434,-99.2780
14:21:41.826,535.450678,0.0098,-0.5889,0.8745,-3.0518,-41.4429,-38.3911,-9.2780,-18.2153,-103.7274
14:21:41.926,535.550631,0.2104,-0.7515,1.1143,25.0854,-53.7720,-44.4946,-8.4210,-16.1993,-106.2598
14:21:42.026,535.650565,-0.6729,-0.8413,1.2334,47.3022,-23.6206,-5.6763,-8.7396,-18.7701,-110.5389
14:21:42.126,535.750500,0.1851,-1.4087,1.5508,37.5366,-21.3623,-69.3359,-8.4540,-16.6058,-110.9949
14:21:42.226,535.850432,0.0195,-0.0962,0.6968,-51.4526,3.6011,-12.6343,-9.7119,-19.6875,-112.5275
14:21:42.326,535.950391,0.6914,-0.8003,1.6289,9.8267,-13.4888,-45.8374,-9.3164,-17.0618,-114.5654
14:21:42.426,536.050347,-0.1030,-0.3525,0.8477,-21.7285,-2.5024,16.3574,-11.3873,-20.1874,-115.4553
14:21:42.526,536.150393,0.1069,-0.6538,1.1050,-19.5312,-18.7378,-54.1382,-12.7551,-17.3749,-115.9332
14:21:42.626,536.250292,0.1108,-0.5488,1.1567,29.4800,6.1646,36.6211,-13.3154,-17.6770,-116.2848
14:21:42.726,536.350239,0.1689,-0.2217,1.1143,-21.7285,-5.8594,-44.6167,-14.4196,-17.5507,-116.0321
14:21:42.826,536.450198,-0.3008,-0.4727,1.4341,14.0991,-3.6621,-16.3574,-13.2935,-16.6827,-116.0101
14:21:42.926,536.550161,-0.3569,-0.3057,0.7466,22.8271,-9.3994,11.3525,-13.2111,-17.7649,-116.6199
14:21:43.026,536.650148,-0.0171,-0.2476,1.3086,-0.6104,22.5220,-26.9775,-13.9142,-16.7267,-118.3832
14:21:43.125,536.750061,0.0630,0.0464,0.9731,-41.0156,13.4888,-15.9302,-12.7661,-16.2158,-117.6031
14:21:43.225,536.850064,-0.1724,0.2402,0.9482,24.9023,-15.1367,46.5698,-11.7114,-14.9249,-118.8391
14:21:43.325,536.949967,0.5459,0.2671,1.2988,70.0073,38.0859,39.9170,-12.0355,-11.8597,-119.9762
14:21:43.425,537.049985,-0.6836,0.5562,0.4702,-66.8945,20.2026,4.3945,-11.6730,-11.4642,-116.8890
14:21:43.525,537.150018,0.0415,0.9756,1.3584,32.4707,-17.4561,-6.5308,-10.7831,-8.1628,-114.9445
14:21:43.625,537.249896,-0.3271,0.6514,0.4980,4.5166,23.9868,38.0859,-9.3768,-7.4323,-111.5387
14:21:43.725,537.349826,-0.1260,-0.0645,1.3130,73.4253,-52.0020,-34.1797,-5.2789,-7.3718,-108.8965
14:21:43.825,537.449772,0.3940,1.0112,1.0073,-21.8506,47.3022,33.5083,-5.4492,-5.1141,-109.0283
14:21:43.925,537.549739,-0.1909,0.3384,0.5884,-41.3818,-54.9316,64.3311,-2.1039,-6.7401,-106.4301
14:21:44.025,537.649724,0.1382,0.6001,1.4717,18.4937,-28.0762,34.9731,-1.9336,-3.0927,-103.8538
14:21:44.125,537.749658,0.2656,0.5249,0.9229,-26.4893,25.8789,17.2119,-1.1371,-3.4497,-104.0735
14:21:44.225,537.849582,-0.3384,0.1055,0.7915,-12.6343,-9.9487,26.4893,0.6976,-3.7024,-103.3319
14:21:44.325,537.949544,-0.2861,0.1582,1.2012,19.0430,-8.8501,1.2817,1.8292,-1.6205,-102.1893
14:21:44.425,538.049623,0.0752,0.0698,1.1470,11.5967,31.9214,-17.0898,1.2909,-1.2085,-103.7274
14:21:44.525,538.149570,-0.0479,-0.3076,1.0654,0.6104,15.9302,-40.4663,2.1204,-0.7745,-105.5841
14:21:44.625,538.249507,-0.3110,-0.3589,1.1113,-2.1362,14.8926,-24.5972,1.3788,0.6757,-108.5229
14:21:44.725,538.349438,0.0298,-0.4438,1.0615,-12.9395,13.4888,-33.1421,1.1536,1.2744,-111.9122
14:21:44.825,538.449419,-0.0674,-0.8267,1.0903,13.6108,-8.2397,-33.5083,0.5603,2.2137,-114.4171
14:21:44.925,538.549333,-0.4521,-0.9048,1.0581,18.3716,0.3662,-25.2686,-0.6427,2.1918,-117.9767
14:21:45.025,538.649375,-0.0239,-0.7285,1.1172,-8.3008,-15.6250,-53.1616,-2.1533,2.3621,-121.3055
14:21:45.125,538.749297,-0.0166,-0.7734,1.0562,-1.2207,-1.9531,-19.2261,-3.0212,2.0105,-123.8818
14:21:45.225,538.849234,-0.1079,-0.4663,0.8579,-10.0708,-12.4512,-25.3906,-4.8175,1.3403,-127.1722
14:21:45.325,538.949145,-0.0410,-0.7686,1.2388,1.5259,-32.2266,-54.5654,-5.8997,1.4008,-129.9023
14:21:45.425,539.049116,-0.1572,-0.7285,0.9839,-6.5918,3.4790,-22.0947,-7.2894,0.6592,-133.0280
14:21:45.524,539.149112,-0.1382,-0.7368,1.0308,5.4932,-27.2217,-55.6030,-7.7014,-0.8459,-137.6697
14:21:45.624,539.249116,-0.0312,-0.9229,1.1475,15.0757,-6.3477,-41.7480,-8.3496,-0.6152,-140.2625
14:21:45.724,539.348993,-0.2402,-0.5620,0.9233,17.3340,-25.3906,-41.3818,-8.8660,-3.0872,-145.0854
14:21:45.824,539.448931,-0.1504,-0.8442,1.1328,23.1934,-14.5874,-47.9736,-9.4208,-2.8729,-147.8101
14:21:45.924,539.548900,-0.3149,-0.7017,1.0449,15.2588,-17.0288,-28.9917,-10.0250,-4.4604,-151.4136
14:21:46.024,539.648883,-0.0190,-0.8535,1.4907,1.3428,-6.4697,-46.2646,-10.5304,-4.8450,-154.2096
14:21:46.124,539.748828,0.0718,-0.7446,1.0269,-3.9062,10.1929,-18.7988,-11.1621,-5.7953,-155.7587
14:21:46.224,539.848777,-0.0024,-0.4082,1.1011,-15.5640,7.6294,-30.4565,-11.2115,-6.6962,-158.1482
14:21:46.324,539.948738,0.0420,-0.4575,1.1714,-3.1128,10.7422,-29.0527,-11.2390,-7.2125,-160.2301
14:21:46.424,540.048686,-0.0332,-0.4717,1.1797,-4.8828,4.2725,-31.2500,-11.4807,-7.8882,-162.2626
14:21:46.524,540.148724,0.1836,-0.4229,1.1343,-13.5498,12.0850,-26.0620,-11.9861,-8.3990,-164.5203
14:21:46.624,540.248711,0.0376,-0.4434,1.0166,-6.6528,-7.4463,-31.8604,-12.0081,-8.8715,-167.1185
14:21:46.724,540.348562,-0.1172,-0.4526,0.9385,5.0049,2.8076,-22.8271,-11.8817,-8.7396,-169.2499
14:21:46.824,540.448542,-0.0723,-0.4902,1.0981,7.6904,-18.6157,-34.3018,-11.7279,-8.8715,-171.7767
14:21:46.924,540.548463,-0.0986,-0.7158,1.1797,-7.2632,15.8691,-26.4282,-12.2333,-8.6353,-174.1278
14:21:47.024,540.648433,-0.2148,-0.8047,1.2334,11.2305,-0.9766,-52.9785,-11.7828,-9.2889,-178.1378
14:21:47.124,540.748402,-0.3706,-0.8721,1.2773,-6.7749,26.0010,-44.4336,-11.9092,-9.4373,177.6544
14:21:47.224,540.848362,-0.0474,-0.8013,1.1772,-2.6855,1.0376,-58.4106,-10.8875,-10.8655,172.9962
14:21:47.324,540.948335,0.0562,-0.9053,1.2324,-3.2349,7.8735,-41.8701,-10.1843,-11.1456,169.1071
14:21:47.424,541.048347,-0.2744,-0.8711,0.9819,22.7051,-11.2305,-41.9922,-10.0470,-12.4805,164.2676
14:21:47.524,541.148312,-0.1611,-0.9751,1.1860,33.2642,-31.1279,-60.8521,-9.5636,-12.9529,160.1202
14:21:47.624,541.248278,-0.2080,-0.6963,1.2075,13.3057,17.8223,-33.6304,-10.6293,-14.3481,157.4945
14:21:47.724,541.348259,0.2407,-0.2241,1.3062,-45.2881,-16.5405,-29.5410,-9.6021,-15.2051,153.8470
14:21:47.824,541.448195,0.1680,-0.7324,0.8276,-21.7896,6.8359,14.0381,-9.4922,-14.1010,153.6273
14:21:47.924,541.548150,0.2280,-0.2261,1.0098,-10.7422,-50.1709,-57.2510,-9.9261,-15.4358,150.1172
14:21:48.023,541.648135,-0.1157,-0.8467,1.1475,9.8267,10.8032,-20.0806,-9.7943,-14.4635,147.6892
14:21:48.123,541.748060,0.2686,-0.2739,1.1177,-30.8228,-47.9126,-58.0444,-8.0750,-16.0510,142.1741
14:21:48.223,541.847976,-0.0220,-0.8779,1.2822,13.7939,25.8179,-13.0615,-8.4814,-15.0238,140.6085
14:21:48.323,541.947916,0.0015,-0.4272,0.9380,-22.6440,-50.5371,-44.9829,-6.9434,-16.2488,135.4614
14:21:48.423,542.047898,-0.0063,-0.8647,1.0391,23.4985,3.5400,-36.6211,-6.6083,-15.3809,132.6654
14:21:48.523,542.147855,-0.1484,-0.3081,0.8955,-5.0659,-43.3960,-48.7061,-5.8282,-16.7267,127.4304
14:21:48.623,542.247824,0.0786,-0.8599,1.5630,17.6392,-2.1973,-52.9785,-5.6689,-15.5841,124.6124
14:21:48.723,542.347761,0.0112,-0.3975,0.9419,5.4932,6.8970,-23.3154,-5.4547,-16.7212,120.8221
14:21:48.823,542.447677,-0.3042,-0.4800,1.0698,12.4512,-10.0708,-40.6494,-5.0922,-15.5731,117.8174
14:21:48.923,542.547625,-0.0879,-0.3955,0.8076,18.1885,-15.8081,-18.5547,-5.7294,-15.2380,115.7025
14:21:49.023,542.647585,-0.0259,-0.2300,0.8047,17.0898,-40.6494,-28.6255,-5.4712,-14.6338,113.9392
14:21:49.123,542.747541,-0.4097,-0.2627,1.1172,33.8745,-4.6387,-21.4233,-5.9052,-13.7549,112.0990
14:21:49.223,542.847490,-0.1265,-0.2471,1.1401,-14.2212,32.0435,-29.2358,-6.7346,-15.5841,111.8353
14:21:49.323,542.947451,-0.0093,-0.0420,0.9531,-15.7471,-31.4331,-0.1831,-5.6030,-14.9359,110.9070
14:21:49.423,543.047410,-0.1641,0.1621,0.9941,-0.6104,14.2212,5.1880,-6.1743,-14.6008,110.4840
14:21:49.523,543.147370,-0.1465,0.4224,0.9717,-14.8315,0.7935,26.5503,-6.9928,-12.5134,111.3794
14:21:49.623,543.247404,-0.3862,0.5850,0.7690,-11.5356,10.6201,49.9878,-7.4652,-10.0031,115.8398
14:21:49.723,543.347320,-0.3555,0.7437,0.9282,-6.5918,-10.1929,20.8740,-7.1411,-7.2620,120.0696
14:21:49.823,543.447250,-0.3218,0.8433,0.9346,-4.0894,-1.5869,69.5801,-5.4547,-5.8502,125.0189
14:21:49.923,543.547184,-0.4551,0.7598,0.9951,1.8311,-8.0566,23.9868,-4.7681,-4.1199,129.6552
14:21:50.023,543.647154,-0.2510,0.9209,0.7974,-11.5356,-5.2490,78.2471,-3.3398,-2.1973,134.1046
14:21:50.123,543.747181,-0.0947,0.6460,1.1030,8.8501,-14.0991,34.2407,-2.4170,-0.8514,139.4110
14:21:50.223,543.847173,-0.2041,0.8799,0.9746,-5.7983,-9.5215,46.4478,-0.3131,-0.2911,143.0090
14:21:50.322,543.947053,-0.1890,0.7729,1.0503,-0.3662,6.4087,46.3867,1.3898,0.9943,147.6343
14:21:50.422,544.047118,-0.3872,0.7817,0.7168,-3.1738,-9.7656,53.4668,3.3563,1.5381,151.7816
14:21:50.522,544.147023,-0.4087,0.8530,0.9604,-6.1646,23.8037,54.8706,4.9164,2.5269,158.4668
14:21:50.622,544.246998,-0.2627,0.7861,0.8228,-0.2441,11.1084,41.3818,6.4600,2.4225,163.5260
14:21:50.722,544.346911,-0.3491,0.7178,0.7529,-12.2070,2.1973,45.4712,8.2233,2.3511,167.4261
14:21:50.822,544.446852,-0.2139,0.8672,1.1865,-5.3711,11.9629,46.8750,9.5306,3.4607,172.3096
14:21:50.922,544.546866,-0.0479,0.7012,0.9043,-14.8315,3.0518,41.7480,11.2830,2.1423,176.2152
14:21:51.022,544.646814,-0.1763,0.7095,0.9814,-20.3247,10.9863,32.7759,12.1399,2.4445,179.4012
14:21:51.122,544.746802,-0.2129,0.5483,0.9663,-5.6763,3.1128,30.6396,13.2770,1.6260,-177.1381
14:21:51.222,544.846721,-0.0947,0.6694,1.0322,6.3477,13.0615,47.7905,13.8428,1.6919,-173.9850
14:21:51.322,544.946666,-0.3389,0.5820,0.8623,-7.6294,8.7891,22.0337,14.6613,1.1755,-171.0901
14:21:51.422,545.046698,-0.2012,0.6479,0.8867,7.5684,-5.6763,45.8374,15.7544,1.3953,-166.9153
14:21:51.522,545.146641,-0.3340,0.6514,0.9009,-0.9766,34.2407,38.5742,16.0510,0.9393,-163.5699
14:21:51.622,545.246594,-0.0830,0.6919,0.8770,-9.0942,-16.8457,41.0156,17.0068,0.3680,-159.5380
14:21:51.722,545.346523,-0.1460,0.6460,0.9941,-6.7749,7.7515,30.3345,17.3584,0.4614,-156.2805
14:21:51.822,545.446474,-0.1069,0.4937,0.9766,-13.3667,16.9067,30.3955,17.5946,-0.8459,-153.8086
14:21:51.922,545.546463,-0.0664,0.5625,1.0625,-11.6577,7.9956,33.2031,17.8912,-0.1263,-150.8533
14:21:52.022,545.646385,-0.1401,0.5728,0.8843,-10.7422,5.7983,37.6587,18.4515,-0.4449,-148.0078
14:21:52.122,545.746334,-0.2222,0.6284,1.0459,-6.7139,-5.2490,30.6396,18.7207,-0.2307,-144.4702
14:21:52.222,545.846292,-0.0576,0.6523,0.9336,-6.5918,13.9771,47.0581,19.0558,-0.8459,-140.9930
14:21:52.322,545.946256,-0.1470,0.5415,0.9185,1.1597,-2.5635,28.5034,19.4348,-1.7633,-138.1641
14:21:52.422,546.046249,-0.1963,0.4614,0.8882,5.1880,-8.6670,15.1978,19.8468,-1.9446,-135.9558
14:21:52.522,546.146228,-0.0415,0.2822,1.0679,12.1460,3.3569,25.6348,20.3082,-2.4280,-134.6265
14:21:52.622,546.246198,0.0371,0.2500,0.9189,-1.8921,6.1035,13.8550,20.3851,-2.1918,-133.3850
14:21:52.722,546.346153,-0.1924,0.2979,1.0776,-5.4321,10.4980,18.3105,19.9786,-1.9281,-131.6492
14:21:52.821,546.446082,0.1074,0.3564,0.9570,-6.4697,-0.7324,14.2212,19.4952,-2.3785,-129.9463
14:21:52.921,546.546028,-0.2227,0.3184,0.9189,1.4648,14.2822,11.5356,19.3579,-2.0544,-129.1992
14:21:53.021,546.645971,-0.1177,0.4390,0.9487,8.0566,4.7607,32.1655,19.0613,-2.3071,-127.1832
14:21:53.121,546.745944,0.0396,0.4214,0.9917,-1.8921,6.1646,21.1182,19.0558,-2.7081,-125.8374
14:21:53.221,546.845903,-0.0776,0.2935,0.8096,-9.5825,-30.6396,13.6719,19.1821,-3.1750,-124.8322
14:21:53.321,546.945848,-0.0923,0.3423,1.1230,-4.4556,-13.4888,11.9629,18.8361,-2.4390,-123.1622
14:21:53.421,547.045813,0.0962,0.3774,1.0801,-12.7563,16.0522,23.2544,18.3746,-2.3126,-122.4646
14:21:53.521,547.145792,-0.0078,0.1978,0.7515,3.4180,-4.8828,6.4087,18.1549,-2.8619,-121.6351
14:21:53.621,547.245763,-0.3193,0.1128,0.8721,19.6533,-34.8511,10.1929,18.1439,-1.6699,-120.4980
14:21:53.721,547.345645,0.0132,0.0220,1.0615,14.4043,7.9346,29.7241,17.3254,-0.2911,-120.6903
14:21:53.821,547.445618,-0.0620,-0.0352,0.9268,-0.8545,24.6582,-13.7939,17.1497,-0.1978,-121.6571
14:21:53.921,547.545586,0.1313,-0.0610,1.1104,1.9531,6.2256,-17.2729,16.2268,0.0549,-122.1844
14:21:54.021,547.645532,-0.0796,-0.0327,0.9668,-5.8594,0.3662,1.5869,15.2216,0.9888,-123.2666
14:21:54.121,547.745524,0.0908,-0.2563,0.9282,7.4463,-3.1738,-19.7754,14.6832,0.9833,-124.5300
14:21:54.221,547.845459,-0.1318,-0.2744,1.0239,1.8311,-10.6201,-16.4185,13.2825,1.6589,-126.4856
14:21:54.321,547.945450,-0.0742,-0.1929,0.9541,11.4136,6.1646,-11.9629,12.0959,2.0654,-128.2434
14:21:54.421,548.045616,-0.0107,-0.2378,0.9067,7.6294,-25.0244,-0.4883,11.2115,1.9006,-129.2157
14:21:54.521,548.145390,-0.0933,-0.2769,1.0151,5.3711,-5.1270,-14.6484,10.0964,2.2906,-130.4352
14:21:54.621,548.245372,-0.0796,-0.2822,0.9521,12.5732,-12.3901,-20.3857,8.6902,1.8732,-132.5446
14:21:54.721,548.345303,0.0454,-0.4209,1.2500,-6.5918,12.1460,-25.5737,7.3444,2.8894,-134.4946
14:21:54.821,548.445273,-0.2827,-0.2988,0.8936,9.2773,26.9165,-19.2261,6.6138,2.9553,-137.1478
14:21:54.921,548.545225,0.1680,-0.4053,1.1733,-0.1221,-13.3057,-35.9497,5.4437,2.9333,-140.0427
14:21:55.021,548.645189,-0.1855,-0.5332,0.9795,16.4795,21.3623,-22.8882,4.4110,4.0320,-141.9928
14:21:55.121,548.745179,-0.3145,-0.4453,0.8560,16.4185,-5.7373,-22.2778,3.0267,3.2135,-145.2228
14:21:55.221,548.845251,-0.0459,-0.5674,1.2061,-2.9907,14.7095,-25.8179,1.3568,3.3563,-147.4695
14:21:55.320,548.945131,0.1128,-0.4854,1.2266,-2.5635,4.2725,-20.6299,0.6317,2.6807,-149.8151
14:21:55.420,549.045040,-0.0342,-0.2896,0.9258,-6.2866,-4.8218,-16.8457,-0.1758,1.8018,-151.7596
14:21:55.520,549.145019,-0.1401,-0.2603,1.0059,4.0283,-17.0288,-20.3247,-0.9503,1.6205,-153.5559
14:21:55.620,549.244968,-0.0610,-0.2354,0.9736,1.8921,-1.3428,-12.5122,-1.8127,1.4282,-154.7644
14:21:55.720,549.344908,0.1494,-0.2920,1.1299,-2.0752,-10.0708,-20.9961,-2.5818,1.4722,-156.0553
14:21:55.820,549.444833,-0.1206,-0.2617,1.1245,-7.4463,13.7329,-16.1743,-3.3508,1.2634,-157.7747
14:21:55.920,549.544806,0.1411,-0.2217,1.0684,-6.9580,-13.1226,-18.6157,-3.7683,0.6537,-159.4226
14:21:56.020,549.644739,-0.1006,-0.1816,1.0161,-2.0142,4.2725,-15.3198,-4.0375,0.4834,-160.7959
14:21:56.120,549.744687,-0.0186,-0.2139,1.0122,4.6387,-8.7891,-20.8740,-4.2627,0.0000,-162.4768
14:21:56.220,549.844634,-0.2075,-0.2041,1.0034,12.8784,-5.9814,-11.4746,-4.7681,-0.4834,-163.7842
14:21:56.320,549.944580,-0.0479,-0.2251,1.1553,8.4839,1.0986,-11.5356,-5.2625,-0.2197,-164.9652
14:21:56.420,550.044599,0.0815,-0.2344,1.1167,0.2441,23.3154,-11.4136,-5.5536,-0.1318,-166.1188
14:21:56.520,550.144500,0.1724,-0.1240,1.2734,-7.8735,14.2212,-17.4561,-6.0370,-0.3900,-167.3767
14:21:56.620,550.244448,-0.0127,-0.1851,0.7500,-9.4604,-20.0195,-3.4790,-5.5371,-1.1261,-168.3270
14:21:56.720,550.344406,-0.2275,-0.1929,0.9429,18.3105,-22.8271,-6.6528,-5.5920,-0.4999,-168.9532
14:21:56.820,550.444333,-0.1201,-0.1582,1.1567,-2.1973,2.9297,-11.2915,-5.3998,-0.3021,-168.1622
14:21:56.920,550.544309,0.0479,-0.0854,0.8438,1.7700,-9.1553,-3.9673,-4.9713,-0.5493,-168.9093
14:21:57.020,550.644261,-0.3320,-0.1113,1.0205,12.7563,-9.7656,-8.6060,-5.5096,0.4999,-169.5410
14:21:57.120,550.744230,0.0376,-0.1040,1.0752,14.3433,-2.8076,-5.1270,-5.2020,0.4175,-170.0958
14:21:57.220,550.844169,-0.0791,-0.0015,1.1255,10.8643,4.0283,-0.6104,-4.3616,0.1648,-170.4639
14:21:57.319,550.944143,0.1396,-0.0098,1.0005,-7.2632,2.7466,-0.4883,-3.8507,-0.5383,-170.3925
14:21:57.419,551.044117,-0.0527,0.0005,0.9517,-17.5171,1.9531,-13.1836,-3.8177,-0.4834,-170.5682
14:21:57.519,551.144124,-0.0938,-0.0420,1.1011,11.2305,-6.5918,-7.9956,-3.5925,0.2966,-171.4746
14:21:57.619,551.244125,-0.1323,-0.0435,0.8784,12.3901,-6.1035,-4.6997,-3.9166,0.3790,-172.5458
14:21:57.719,551.343925,0.0093,-0.0586,1.0610,-4.6997,4.6387,-3.9673,-3.6804,0.1703,-172.9852
14:21:57.819,551.443896,-0.1567,0.0103,0.8730,3.1128,-16.1133,2.8687,-3.4497,0.1318,-173.2544
14:21:57.919,551.543844,0.0225,0.0620,1.0869,4.0894,3.6011,-3.5400,-3.6420,0.2747,-173.5950
14:21:58.019,551.643824,0.1313,0.0640,1.1250,-16.7236,5.9204,-4.8218,-3.2025,0.0714,-173.5620
14:21:58.119,551.743810,-0.1201,0.1846,0.9395,-5.0049,0.3052,-3.4180,-2.5763,0.0879,-173.9850
14:21:58.219,551.843719,-0.0723,0.0684,1.0781,0.8545,-8.1177,-7.9956,-2.5159,0.6042,-174.1992
14:21:58.319,551.943709,0.0200,0.0288,1.0288,-3.7842,9.1553,-1.8921,-2.5104,0.4065,-174.3970
14:21:58.419,552.043673,-0.1909,0.0801,0.8511,0.7935,-6.8970,-5.0049,-1.8402,0.3406,-174.6057
14:21:58.519,552.143637,-0.1372,0.0791,0.9355,12.6343,-11.4746,3.8452,-1.4722,1.2195,-174.7540
14:21:58.619,552.243645,-0.1318,0.0366,0.7524,16.7236,5.8594,12.5122,-1.5161,1.3074,-174.7540
14:21:58.719,552.343533,0.0288,0.0659,0.9800,-6.8359,20.9351,2.6245,-1.2854,1.4447,-174.8035
14:21:58.819,552.443509,0.0093,-0.0039,1.1060,-17.8833,6.2866,2.0142,-1.0602,0.7745,-174.3750
14:21:58.919,552.543480,-0.1724,0.0410,0.9897,8.0566,-34.5459,2.0142,-0.9338,0.2417,-174.7540
14:21:59.019,552.643424,0.1538,0.0708,1.0190,-9.3994,-11.4136,-1.3428,-1.1206,-1.6754,-176.0944
14:21:59.119,552.743371,-0.0283,-0.0464,0.9365,-17.6392,-32.1045,-7.3242,-2.2742,-3.1915,-175.7867
14:21:59.219,552.843292,0.0693,0.0488,0.9297,-10.9253,-51.5747,-12.7563,-2.7576,-6.7072,-176.1548
14:21:59.319,552.943264,0.1206,0.0586,0.9268,3.2349,15.5640,7.0801,-2.8674,-8.0640,-176.6327
14:21:59.419,553.043249,0.1841,0.0571,0.9956,0.7324,11.5967,-0.4883,-2.4115,-6.8225,-175.9955
14:21:59.519,553.143251,0.1816,0.1514,0.9727,-12.5732,22.8882,-34.3628,-2.1094,-5.5975,-176.4624
14:21:59.619,553.243143,-0.1270,0.1660,0.7422,6.1035,-18.1885,10.3760,-0.9668,-5.5756,-176.4349
14:21:59.718,553.343070,0.2085,0.0815,0.9780,27.8931,7.3242,-28.0762,-0.1483,-4.2847,-177.3083
14:21:59.818,553.443113,0.1631,0.0186,1.1240,14.7095,5.3101,-20.3247,0.4504,-4.3066,-179.4617
14:21:59.918,553.543028,0.1211,0.0957,0.9463,-10.2539,22.8271,-16.8457,0.9833,-4.2462,179.5166
14:22:00.018,553.642949,-0.1147,-0.0024,1.0674,-15.1367,8.7891,5.2490,0.6427,-2.0325,178.6761
14:22:00.118,553.742890,0.0200,0.0938,1.0879,7.5073,3.3569,-0.9766,0.4724,-1.4117,179.2200
14:22:00.218,553.842835,-0.0332,0.0684,0.9609,12.0239,18.0054,15.5640,0.4065,-0.8734,179.5056
14:22:00.318,553.942785,-0.1646,0.0566,0.7939,0.7324,9.6436,-3.4790,0.6042,-0.4999,179.7693
14:22:00.418,554.042761,-0.0820,0.0596,0.9463,-0.1221,-7.0801,7.0190,0.8734,-0.0275,-179.7198
14:22:00.518,554.142775,0.0039,0.0527,1.1230,0.0000,3.8452,8.3618,0.9723,-0.0220,-177.7972
14:22:00.618,554.242673,0.0312,-0.0269,0.9604,0.1831,5.6763,-3.4790,0.9448,-0.3680,-177.5446
14:22:00.718,554.342587,0.0635,0.0015,0.9053,1.0986,-0.6714,12.5122,1.1371,-0.0879,-177.2095
14:22:00.818,554.442517,-0.0562,0.0659,0.8896,-1.1597,-18.2495,18.7988,1.3129,0.1868,-176.6162
14:22:00.918,554.542468,0.0107,0.0850,1.0679,17.8223,-0.4883,5.3711,1.2909,0.6702,-175.7538
14:22:01.018,554.642448,0.1543,0.0820,0.9927,-3.9062,25.6348,12.6953,0.9448,0.1593,-174.9463
14:22:01.118,554.742382,0.1182,0.0415,1.2026,-26.0620,28.9917,0.5493,0.8679,0.3516,-174.5013
14:22:01.218,554.842337,-0.1025,0.0186,0.8408,-16.0522,-9.5215,-1.8921,2.0654,0.4010,-174.3915
14:22:01.318,554.942291,0.0977,0.0649,1.1665,1.0986,13.8550,-1.4648,1.7798,1.4227,-174.5837
14:22:01.418,555.042239,-0.0303,0.1470,0.9863,7.8125,5.7983,-7.6904,0.9723,2.1313,-175.2045
14:22:01.518,555.142223,-0.0879,-0.0742,0.9980,-17.1509,6.4087,-6.1035,1.2524,1.7688,-175.0616
14:22:01.618,555.242245,-0.1987,0.1167,1.0020,1.4038,-7.0190,-1.0376,1.4722,2.2247,-175.4187
14:22:01.717,555.342082,0.0454,0.0352,0.9614,10.3149,-8.6060,4.5166,1.6534,1.9995,-175.0836
14:22:01.818,555.442321,-0.0029,0.1123,0.9819,8.1177,-13.7939,4.2114,2.0929,1.4282,-175.1331
14:22:01.917,555.542031,-0.0513,0.0830,0.9170,-8.6060,6.3477,3.7231,1.6754,1.5381,-175.1276
14:22:02.017,555.641961,0.1069,0.0508,1.2764,-1.1597,20.9351,-5.6763,1.3678,2.2192,-174.9133
14:22:02.117,555.741927,-0.1128,0.1265,1.1382,-27.4658,59.4482,-67.1997,0.9174,2.4829,-175.7483
14:22:02.217,555.841847,-0.2891,0.0000,0.9443,-4.3945,-5.5542,-6.1646,1.9556,3.2190,-175.3418
14:22:02.317,555.941780,-0.0542,0.0889,1.1768,2.8687,11.2915,-9.0332,1.1646,3.8837,-175.3967
14:22:02.417,556.041997,-0.1201,0.0410,0.9834,-6.9580,1.2207,7.0801,1.0492,3.7738,-176.2866
14:22:02.517,556.141888,-0.0488,0.0225,1.0474,-3.6011,6.4697,-6.2256,1.0767,3.3783,-176.1053
14:22:02.617,556.241680,0.0020,0.0132,1.1909,0.0000,19.8364,-3.9673,1.4832,3.9990,-175.1001
14:22:02.717,556.341549,-0.1133,-0.0884,1.1851,-14.0991,7.1411,-2.1362,1.3293,3.3453,-174.2157
14:22:02.817,556.441520,-0.0142,0.0278,1.1387,10.8032,-12.3901,-0.1831,1.9995,3.6255,-173.8971
14:22:02.917,556.541457,0.1978,0.1104,1.1938,-19.8975,23.5596,0.8545,1.4502,2.7136,-171.9690
14:22:03.017,556.641442,-0.3188,0.1343,0.7227,1.0986,-10.3149,13.0005,2.3676,2.3785,-172.1228
14:22:03.117,556.741381,-0.0928,-0.0566,0.9819,8.4839,2.8687,8.6670,1.8402,3.5211,-170.7715
14:22:03.217,556.841347,0.0239,0.0415,0.7915,5.6152,-8.9111,18.7988,2.1973,3.0322,-169.7607
14:22:03.317,556.941294,-0.1562,0.0391,1.0044,4.8218,-9.3384,6.7139,2.3566,3.8177,-168.4698
14:22:03.417,557.041276,-0.1270,0.0308,0.8960,0.7324,-19.1040,-0.9766,2.4884,4.6912,-169.3982
14:22:03.517,557.141253,-0.2236,-0.0010,0.8604,9.4604,-20.7520,3.6621,2.1698,4.2957,-169.7113
