trajectoire
1,188.0,245.0
2,177.0,230.0
3,171.0,210.0
4,171.0,189.0
5,181.0,178.0
6,195.0,174.0
7,214.0,177.0
8,223.0,187.0
9,224.0,198.0
10,220.0,206.0
11,218.0,220.0
12,218.0,234.0
13,227.0,240.0
14,246.0,238.0
15,253.0,227.0
16,262.0,216.0
17,278.0,204.0
18,297.0,197.0
19,319.0,190.0
20,341.0,186.0
21,368.0,178.0
22,381.0,178.0
23,411.0,180.0
24,431.0,196.0
25,427.0,214.0
26,426.0,225.0
27,415.0,240.0
28,403.0,254.0
29,384.0,265.0
30,358.0,272.0
31,326.0,263.0
32,304.0,259.0
33,286.0,256.0
34,273.0,264.0
35,267.0,273.0
36,267.0,288.0
37,268.0,297.0
38,291.0,307.0
39,318.0,308.0
40,326.0,308.0
41,343.0,309.0
42,379.0,309.0
43,391.0,314.0
44,396.0,327.0
45,397.0,347.0
46,379.0,351.0
47,347.0,351.0
48,307.0,350.0
49,283.0,350.0
50,270.0,348.0
51,255.0,348.0
52,244.0,348.0
53,226.0,348.0
54,198.0,348.0
55,180.0,336.0
56,190.0,322.0
57,196.0,322.0
58,210.0,322.0
59,228.0,320.0
60,240.0,307.0
61,227.0,294.0
62,218.0,282.0
63,206.0,264.0
64,198.0,253.0
bordure_exterieure
1,191.60898144784218,241.53947216321976
2,181.47558488247643,227.770843217773
3,175.94700197748742,209.273934276573
4,175.6636092157737,190.80298338388093
5,183.63743760870727,182.24781389189502
6,195.3040567411912,178.99074638687804
7,211.61476552282545,181.39438920544117
8,218.41786571344588,189.0010110894208
9,219.08669818285892,197.0729265111772
10,215.22743230581827,204.50916211328905
11,213.0125789559368,219.6455548995466
12,213.59162700616028,236.35928962766013
13,225.44277662767396,244.7513214339467
14,248.91954979945496,242.05909213599577
15,257.51965633985884,229.1383887788646
16,265.4515791555809,219.6175407852241
17,280.20088079554574,208.4895571857142
18,298.622682126233,201.72936599526872
19,320.20770297249726,194.85195357873727
20,342.15913034421277,190.86378626639012
