latitude,longitude
43.4046881008005,6.01047844708521
43.404783830448,6.01109103887757
43.4047905483123,6.01117657056178
43.404783830448,6.01122973890603
43.4047703947171,6.01128059558313
43.4047485616481,6.0113129589231
43.4047485616481,6.0113129589231
43.4047267285712,6.01134069892879
43.4047032160181,6.0113522572645
43.4046729855792,6.01135919226592
43.4046410756551,6.01135456893164
43.4046074862432,6.01133607559451
43.4045806147003,6.01130371225454
43.4045638199799,6.01127597224885
43.4045470252549,6.01123898557459
43.4045369484176,6.01119390806534
43.4045306503935,6.01114709680574
43.4045155351329,6.01102746803119
43.4045017844411,6.01093442342876
43.40447533272,6.01075888120524
43.4044637600883,6.01068248783019
43.4044526598069,6.01064445368176
43.4044462830486,6.01061324617536
43.4044356551166,6.01059341640567
43.4044226654194,6.01057683741789
43.4044106204249,6.01056903554129
43.4043907816053,6.01056838538491
43.404378500428,6.01057293647959
43.4043666916013,6.01057878788704
43.4043558274787,6.01059114085833
43.4043449633541,6.01060999539344
43.4043392951145,6.01062950008495
43.4043359886411,6.01065420602751
43.4043298480472,6.01068021228285
43.4043303204006,6.01071857150947
43.4043350439344,6.01076343229993
43.4043477974738,6.01093637389791
43.4043695257199,6.01117433113424
43.4043865304288,6.01133687023009
43.4044002286631,6.01140253602481
43.4044153439524,6.01145064759718
43.4044290421802,6.0114929077621
43.4044479362823,6.01152866636319
43.4044654133216,6.01156507512066
43.4044899756384,6.01159953340898
43.4045206785206,6.01163334154092
43.4045622454746,6.01167690201861
43.4046033400489,6.01170680921224
43.4046464420868,6.01173151515481
43.4047063125379,6.01176808645137
43.4047491783274,6.01179978157507
43.4047970037593,6.01183976619264
43.4048427035812,6.01188755268682
43.4048837979652,6.0119431410576
43.4049185156127,6.01199775419381
43.4049376457365,6.01204700353985
43.404945439489,6.01209527765131
43.4049447309661,6.01214111367634
43.404935165906,6.01218109829392
43.404935165906,6.01218109829392
43.4049213497055,6.01221523150405
43.4049050536701,6.01223814951656
43.4048837979652,6.01225911705993
43.4048547484897,6.01227228272669
43.4048327842429,6.01227374557855
43.4048047975298,6.01226643131924
43.4047739767042,6.01224351330672
43.4046565385871,6.01214989078752
43.4046294374508,6.01213160513923
43.4046068531613,6.01211478234281
43.4045851988053,6.01210545666219
43.4045638101392,6.01210253095847
43.4045462740844,6.01210765093998
43.4045311293057,6.0121244737364
43.4045287380245,6.01213910225503
43.404532989191,6.01215446219959
43.4045393659402,6.01217603926456
43.4045393659402,6.01217603926456
43.4045515880409,6.01220237059809
43.4045677956055,6.01223455333907
43.4045871915377,6.01227441605232
43.4046116357175,6.01231757018227
43.4046427223231,6.01236218716408
43.4046730118209,6.0123929070532
43.4046791892824,6.01240497558106
43.4047162540382,6.01244227830356
43.4047573042252,6.01247546675519
43.4048866320596,6.01257009498505
43.4049679350869,6.01263592331886
43.4050026084035,6.01268200315253
43.4050229341317,6.01271711159723
43.4050413667714,6.01275516860272
43.4050552659744,6.0127903456186
43.4050682684517,6.01283169404078
43.4050808225651,6.01287551102547
43.4050853061764,6.01290760233821
43.4050906865095,6.01293722508843
43.4050920315927,6.01296314499487
43.4050933766759,6.01299215060445
43.4050920315927,6.01302362477656
43.4050870996209,6.01305324752677
43.4050790291205,6.01307546458944
43.4050736487863,6.01310015021462
43.4050633364779,6.01311989871476
43.4050494372767,6.01314273291805
43.4050373315183,6.01315939571505
43.4050198454185,6.01317976135582
43.4050010142285,6.01319518987156
43.4049848732038,6.01320629840289
43.4049644727359,6.01321138981309
43.4049416062692,6.01321509265686
43.4049160496197,6.01321879550064
43.4048918380471,6.0132178697897
43.4048730068173,6.01321972121158
43.4048561932143,6.01321972121158
43.4048319816178,6.01321879550064
43.4048131503694,6.0132178697897
43.4047923014803,6.01321972121158
43.4047761604001,6.01322527547725
43.4047408517719,6.01323985542462
43.4047072244879,6.01326068392087
43.4046567835269,6.01329400951486
43.4046208022823,6.01331622657752
43.4046073513443,6.01331946656583
43.4045891925732,6.01332502083149
43.4045700249756,6.01332779796433
43.4045511936457,6.01332964938621
43.4045350525012,6.01332779796433
43.4045145397905,6.01332178084319
43.4045010888289,6.01331576372205
43.4044896555091,6.01330696946808
43.4044721692513,6.01329100095429
43.4044524972051,6.01327225530767
43.4044313119175,6.01323615258084
43.4044111354462,6.01320282698685
43.404387932496,6.01315769857831
43.4043738089567,6.01311812443545
43.4043677560103,6.0130882702575
43.4043677560103,6.01306119321238
43.4043667471858,6.01302231335272
43.4043712868957,6.01299037632514
43.4043854104356,6.01295010789907
43.4044055869155,6.01292025372111
43.4044282854473,6.01289664809203
43.4044540104397,6.01287790244541
43.4044787265986,6.01286887676371
43.4045049559806,6.01286262821483
43.4045246280097,6.01285846251558
43.4045448044432,6.01285568538275
43.4045589279426,6.01284457685142
43.4045750690808,6.0128341626033
43.4045866705212,6.01282166550555
43.4045927234458,6.01280291985893
43.4045957499078,6.01277931422985
43.4045932278561,6.01275918001681
43.40458515729,6.0127411286534
43.4045740602598,6.0127244658564
43.4045629632276,6.01270849734262
43.4045528750147,6.01269183454562
43.404535725049,6.01267794888145
43.404523114777,6.01266614606692
43.404507478036,6.01265156611954
43.4044878060013,6.01263906902179
43.4044651074918,6.01262518335763
43.4044449310318,6.01260852056064
43.4044197104474,6.01259185776364
43.4043995339722,6.01257102926739
43.4043681343194,6.01254239008506
43.404346570693,6.01251895802679
43.4043216022739,6.01248302887076
43.4042996603213,6.0124444961527
43.4042762051219,6.0123934663369
43.4042640992089,6.01234972649478
43.4042580462515,6.01229661382935
43.4042508583639,6.01224193902671
43.4042451837151,6.01218934707368
43.4041029390122,6.0104418362386
43.40408478009,6.01020439138139
43.4040855367118,6.01013357449416
43.4040885631992,6.01008775180241
43.4040946161735,6.01005026050917
43.4041044522555,6.00999610641893
43.4041142883359,6.00996694652418
43.4041248810361,6.00993674520463
43.4041248810361,6.00993674520463
43.4041468230519,6.00987842541514
43.4041755746469,6.00982947844896
43.4042050828486,6.00978573860684
43.4042345910359,6.00974928873841
43.4042822580774,6.00971075602035
43.4043178191792,6.00969409322336
43.4043458140744,6.00968888609929
43.404372043514,6.00968333183363
43.4044083611809,6.00968888609929
43.4044345905935,6.00969582893137
43.404462333229,6.00971214458677
43.4044941111413,6.00973713878227
43.4045198361058,6.00976734010183
43.4045395081301,6.00979962427101
43.4045561536841,6.00984440553794
43.4045637198435,6.00988293825599
43.4045675029228,6.00990584960187
43.4045690161545,6.00993813377105
43.4045697727703,6.00996937651542
43.404566746307,6.01001207493272
43.4045629632276,6.0100443591019
43.4045682595387,6.01007143614702
43.4045739341572,6.01011725883877
43.4045909580095,6.01015891583126
43.4046132781642,6.01022244274481
43.4046327610044,6.01027763825986
43.4046652954419,6.01039167427681
